مُبَرَّزٌ,مفعول,بَرَّزَ,مذكر,مفرد
مُبَرْعَمٌ,مفعول,برعم,مذكر,مفرد
مُبَرْقَشٌ,مفعول,برقش,مذكر,مفرد
مُبْرَمٌ,مفعول,أبْرَمَ,مذكر,مفرد
مَبْرُومٌ,مفعول,بَرَمَ,مذكر,مفرد
مُبَرْمَجٌ,مفعول,بَرْمَجَ,مذكر,مفرد
مُبَرْهَنٌ,مفعول,بَرْهَنَ,مذكر,مفرد
مَبْرِيٌّ,مفعول,بَرَى,مذكر,مفرد
مُبَسَّطٌ,مفعول,بَسَّطَ,مذكر,مفرد
مَبْسُوطٌ,مفعول,بَسَطَ,مذكر,مفرد
مَبْشُورٌ,مفعول,بَشَرَ,مذكر,مفرد
مُبَطَّنٌ,مفعول,بَطَّنَ,مذكر,مفرد
مَبْعُوثٌ,مفعول,بَعَثَ,مذكر,مفرد
مُبَعْثَرٌ,مفعول,بَعْثَرَ,مذكر,مفرد
مَبْغَى,مفعول,بَغَى,مذكر,مفرد
مَبْغاة,مفعول,بَغَى,مؤنث,مفرد
